r,obs,mmean,lo,hi,cbsa,gamma
250,2.1341883638424236e-5,7.565867421207443e-6,6.152139351031937e-6,9.49188754916485e-6,13820,1.1849996089259386e-5
500,2.9872165915365368e-5,8.552586377598411e-6,6.34677411712724e-6,1.1806718645936078e-5,13820,1.8065447269429288e-5
1000,2.601016879335321e-5,1.0561099594996649e-5,8.070708511233138e-6,1.4533677004917658e-5,13820,1.1476491788435552e-5
0,4.3263252972659004e-5,3.589257343130752e-5,3.125941737154289e-5,3.9882400029123984e-5,17820,3.38085294353502e-6
250,1.8465029173696164e-5,1.1109558769297799e-5,9.23783928587963e-6,1.2704588730049314e-5,17820,5.76044044364685e-6
500,1.726871407387501e-5,1.5253436720475843e-5,1.2724805012449908e-5,1.7949496905691145e-5,17820,0
1000,1.7336901239310426e-5,2.2568268258393463e-5,1.9675603848866455e-5,2.6112915304256077e-5,17820,0
0,3.850394597276573e-5,2.1487229554763242e-5,1.5495831100054987e-5,2.9990116306303766e-5,24660,8.513829666461965e-6
250,1.6861621238560804e-5,9.832443539063064e-6,7.3391498569386355e-6,1.312534526388708e-5,24660,3.7362759746737245e-6
500,1.815960378967525e-5,8.157687485901525e-6,5.778426246067095e-6,1.1294386090420201e-5,24660,6.865217699255049e-6
1000,1.868879780141993e-5,1.0255252699172276e-5,7.571543912236576e-6,1.388236089949962e-5,24660,4.80643690192031e-6
0,4.829155434779374e-5,2.8211713356587723e-5,2.5455409069196634e-5,3.162886356611084e-5,10580,1.6662690781682897e-5
250,1.908205527164807e-5,9.334210828834624e-6,7.654833111473153e-6,1.0995976414264121e-5,10580,8.086078857383948e-6
500,1.3545316350127641e-5,8.469086636086795e-6,6.915849194520676e-6,1.0131508933991743e-5,10580,3.413807416135898e-6
1000,1.4027480541889414e-5,1.1122971565708044e-5,8.767902663511143e-6,1.295035761430418e-5,10580,1.0771229275852338e-6
0,4.2752857743045874e-5,4.586834329863621e-5,3.078721555738145e-5,7.025250129733789e-5,14260,0
250,3.538948960378088e-5,1.4853968181298705e-5,1.1613150201153541e-5,1.839816481851162e-5,14260,1.699132478526926e-5
500,4.174842298302312e-5,1.4967885518441044e-5,1.0350877316166916e-5,1.9750373579701945e-5,14260,2.1998049403321174e-5
1000,3.102867719816655e-5,2.0680548243296114e-5,1.5674344767223013e-5,2.6465053131287976e-5,14260,4.563624066878574e-6
0,6.856076314680036e-5,2.6082979499089905e-5,1.8999935614142743e-5,4.0675687982840666e-5,42220,2.7885075163959693e-5
250,5.182872266498201e-5,1.4676571220806368e-5,9.978368246545619e-6,2.1229543575124097e-5,42220,3.059917908985791e-5
500,4.085102600312343e-5,9.491578737289716e-6,5.528093196660865e-6,1.3739036772299336e-5,42220,2.7111989230824092e-5
1000,3.496070349598498e-5,1.3101182400125359e-5,8.688060587768125e-6,1.958142066483239e-5,42220,1.537928283115259e-5
0,6.955223423401013e-5,4.050477551913961e-5,3.318981280405263e-5,4.881786566317932e-5,10740,2.0734368570830812e-5
250,2.5511048278133675e-5,1.5390120831096437e-5,1.2212800225350965e-5,1.8298632452899188e-5,10740,7.2124158252344866e-6
500,2.2918847648847997e-5,1.7760723080742393e-5,1.4275960197398371e-5,2.137066721878745e-5,10740,1.548180430060547e-6
1000,1.9581671551207974e-5,2.069702399359039e-5,1.6326739846715263e-5,2.4570975472714885e-5,10740,0
0,3.177101247102797e-5,2.1147983435029137e-5,1.6050182417410157e-5,2.7404317075685586e-5,35380,4.3666953953423855e-6
250,3.371518861051053e-5,1.0120429585979802e-5,7.363067850638094e-6,1.3319367918198722e-5,35380,2.039582069231181e-5
500,4.0691509469746495e-5,1.1656609017977814e-5,7.741861309707563e-6,1.5577384374400517e-5,35380,2.5114125095345978e-5
1000,2.4796873434203477e-5,1.3511239394276017e-5,9.99468624176738e-6,1.7254927057573826e-5,35380,7.5419463766296515e-6
0,1.1886880019055946e-4,2.0641411478488155e-5,1.2501086288155275e-5,3.234963000653118e-5,29540,8.651917018402828e-5
250,6.159266433676918e-5,1.240125842550164e-5,8.19742919151734e-6,1.82336802842907e-5,29540,4.3358984052478474e-5
500,4.11784346058576e-5,8.215480129894237e-6,4.752078611470551e-6,1.1995221169052871e-5,29540,2.918321343680473e-5
1000,3.336243983717185e-5,1.0953486970912532e-5,7.131036285574851e-6,1.7068417067433127e-5,29540,1.629402276973872e-5
0,3.170494583914442e-5,2.0172075785022442e-5,1.449198613760681e-5,2.981894158986692e-5,10900,1.8860042492774997e-6
250,1.8502422896892818e-5,9.942508022857486e-6,6.761714902414425e-6,1.388397079440951e-5,10900,4.618452102483308e-6
500,1.634757579707487e-5,6.7457052641302805e-6,4.017178986409031e-6,9.879737734650782e-6,10900,6.467838062424089e-6
1000,1.4761593621252526e-5,1.1224444526503092e-5,7.265601352534537e-6,1.4485794032495567e-5,10900,2.757995887569592e-7
0,8.541033417435476e-5,5.475112114337544e-5,5.006060583219435e-5,5.9945590762976234e-5,20500,2.5464743411378523e-5
250,3.1224776033907245e-5,2.3988634118377973e-5,1.9548082195577e-5,2.8618465314500916e-5,20500,2.606310719406329e-6
500,4.429187530396204e-5,3.0832678678129773e-5,2.6093546794991415e-5,3.487005562067022e-5,20500,9.42181968329182e-6
1000,3.535616799672055e-5,2.3074646192920438e-5,1.998788592782479e-5,2.608307110888251e-5,20500,9.273096887838041e-6
0,3.068560292792081e-5,2.1973633443214082e-5,1.7922768349964625e-5,2.523570284469749e-5,36540,5.449900083223318e-6
250,1.3632307816718708e-5,7.387883214916473e-6,5.9335424157132765e-6,8.713874280763211e-6,36540,4.918433535955497e-6
500,1.4854770226096048e-5,9.868422897859954e-6,7.892126669495934e-6,1.1911912909703082e-5,36540,2.9428573163929665e-6
1000,1.5239458560245928e-5,1.3321830310475587e-5,1.1414717079590483e-5,1.6133908462804806e-5,36540,0
0,5.107283119450632e-5,1.8287697733064982e-5,1.3263288405756391e-5,2.425894074394855e-5,32820,2.6813890450557767e-5
250,3.3817804318018714e-5,9.1227491839003e-6,7.134961371493972e-6,1.1856307144817693e-5,32820,2.196149717320102e-5
500,2.3353751378542947e-5,5.670214665086977e-6,3.576951000950925e-6,8.763085855909602e-6,32820,1.4590665522633345e-5
1000,2.31415791027011e-5,8.171018582615098e-6,5.773644367421416e-6,1.06995099079255e-5,32820,1.24420691947756e-5
0,2.1633702677899348e-5,3.7323325736256485e-5,2.8114985528259924e-5,4.7975652135840955e-5,35840,0
250,9.430046805082043e-6,1.027278839341629e-5,8.355923284027349e-6,1.2977535607086143e-5,35840,0
500,1.0642804712697638e-5,9.375749236917472e-6,7.390362450455085e-6,1.1663425895658353e-5,35840,0
1000,1.744318931755954e-5,1.8580509032146402e-5,1.5361355295506683e-5,2.208827949196844e-5,35840,0
0,3.800879270734658e-5,3.3884968608332684e-5,2.8061534450388084e-5,4.051320078735162e-5,46060,0
250,1.7218248758923898e-5,1.2534935870049712e-5,1.0144509111591328e-5,1.5051770474366958e-5,46060,2.1664782845569393e-6
500,1.4437225388020092e-5,1.5207122234140478e-5,1.2253117524873665e-5,1.877725991213643e-5,46060,0
1000,1.4313902960088573e-5,1.5918237035808905e-5,1.2577194488287161e-5,2.026732036471796e-5,46060,0
0,5.820388662822702e-5,3.4970240715909423e-5,2.7238341419882582e-5,4.5102355011579795e-5,38860,1.3101531616647224e-5
250,6.37668761475678e-5,1.7015776548491626e-5,1.2276079871379161e-5,2.28006199753135e-5,38860,4.0966256172254295e-5
500,6.747545113020065e-5,1.3791757273643382e-5,7.618492410290008e-6,2.5432014850497164e-5,38860,4.204343627970348e-5
1000,4.081592557233386e-5,1.5533626353036073e-5,1.0625386827445764e-5,2.2470593346423277e-5,38860,1.834533222591058e-5
0,3.6138562357779056e-5,4.054724831089244e-5,3.177779535674954e-5,5.179849797713009e-5,36260,0
250,1.6627368559081578e-5,1.274124225779469e-5,9.610835850984798e-6,1.620915809775607e-5,36260,4.182104613255065e-7
500,2.3063059078994527e-5,1.8183060958330396e-5,1.306375855144634e-5,2.3651966863633167e-5,36260,0
1000,2.2947398357129353e-5,2.3579054198256047e-5,1.967316037059805e-5,3.166438905409955e-5,36260,0
0,5.320810249474203e-5,3.642803343627302e-5,2.4377750974819223e-5,5.578209487093533e-5,28940,0
250,1.8953122234877388e-5,1.5605357606326767e-5,1.0735428497053525e-5,2.1960300164399683e-5,28940,0
500,1.3181698394520443e-5,6.204770836815462e-6,4.339044617240619e-6,8.727719090387521e-6,28940,4.453979304132922e-6
1000,2.160298404466378e-5,9.69201711890967e-6,6.811262660260807e-6,1.3444946461429016e-5,28940,8.158037583234763e-6
0,7.848967852006331e-5,6.567802632397217e-5,1.7817673821822936e-5,1.6241111739798543e-4,21140,0
250,6.604825000114675e-5,4.407487873199974e-5,1.3977806865703368e-5,9.353876076718735e-5,21140,0
500,4.22002379677866e-5,2.8071548926265397e-5,9.129867598158267e-6,5.1512474231171094e-5,21140,0
1000,2.540907765239666e-5,3.124960552853045e-5,1.0685270075285314e-5,6.824054643122821e-5,21140,0
0,7.282851323695873e-5,6.40666980754716e-5,5.310579173272275e-5,7.797203892046118e-5,31700,0
250,2.4165759444260632e-5,1.5985563259930875e-5,1.3824241950926322e-5,1.840201089974563e-5,31700,5.763748544515003e-6
500,3.5509775618584456e-5,1.8082179878261548e-5,1.3246739899104553e-5,2.2965685053853076e-5,31700,1.254409056473138e-5
1000,3.833692669320492e-5,2.6999178550425408e-5,2.042696597754314e-5,3.2372258131572637e-5,31700,5.9646685616322834e-6
0,1.1492153635420018e-4,7.581060438453312e-5,6.672619297432868e-5,8.300670130959064e-5,45940,3.191483504460954e-5
250,2.9222947357722088e-5,1.9733024657269345e-5,1.68951416612424e-5,2.2742983365866573e-5,45940,6.4799639918555144e-6
500,2.305471959862453e-5,1.5714327886658653e-5,1.2809251140992317e-5,1.830803271509603e-5,45940,4.746686883528498e-6
1000,2.5030731876724277e-5,2.1294789612674914e-5,1.743266312550171e-5,2.4296062678527647e-5,45940,7.346691981966296e-7
0,4.3339592770920924e-5,4.188604153571998e-5,3.221745416536873e-5,5.920113552155675e-5,16700,0
250,1.4174345887893395e-5,1.5140712030845462e-5,1.2238505596129491e-5,1.950092886056183e-5,16700,0
500,1.0639441075210936e-5,7.383063800193518e-6,5.6050527877479045e-6,9.57181934675628e-6,16700,1.0676217284546557e-6
1000,2.2278714920435327e-5,9.561169668293909e-6,6.973346692870085e-6,1.2244764428714034e-5,16700,1.0033950491721294e-5
0,1.0194604533979106e-4,4.831746431474006e-5,3.9505222199638275e-5,6.113072001602576e-5,46520,4.0815325323765304e-5
250,1.0225426848767721e-4,3.954638064837956e-5,2.9283791812599677e-5,4.9053468598012145e-5,46520,5.320079988966507e-5
500,5.004914913304498e-5,4.5374960519282624e-5,3.7677431436304283e-5,5.452566801727446e-5,46520,0
1000,3.2362921422085346e-5,4.8102717296372684e-5,3.919651413609157e-5,5.8824984893399134e-5,46520,0
0,5.564275363802764e-5,3.623210178491331e-5,2.8289031531064533e-5,4.468067716667254e-5,19780,1.0962076471355101e-5
250,1.920512871912903e-5,1.0600904444663039e-5,8.5760606340121e-6,1.3217596386115013e-5,19780,5.987532333014018e-6
500,2.5629614099024085e-5,1.0193644040394366e-5,7.427529390420883e-6,1.3081468341742331e-5,19780,1.2548145757281754e-5
1000,2.656999557872743e-5,1.6729610328247826e-5,1.2913740664037787e-5,2.044633297088515e-5,19780,6.123662607842278e-6
0,3.0416594524519586e-5,2.3976336639691047e-5,1.6156367975253566e-5,3.693900040908955e-5,44140,0
250,2.2991680561649527e-5,1.4707985533903116e-5,1.0269866224164578e-5,2.197938838276287e-5,44140,1.0122921788866553e-6
500,1.4806318109391798e-5,8.591119289824978e-6,5.0295874270923405e-6,1.4446387572644112e-5,44140,3.599305367476857e-7
1000,1.5876808048270126e-5,1.192525588861988e-5,7.268106313981138e-6,1.7748130575723885e-5,44140,0
0,4.950940712092623e-5,5.4619298946679945e-5,4.2552104653738734e-5,6.452538942161988e-5,37340,0
250,1.2120329791187808e-5,1.1808600662669783e-5,1.0109823174959782e-5,1.3952832316232259e-5,37340,0
500,1.2044381069714285e-5,9.069192937987438e-6,6.123807405167441e-6,1.2515871015994234e-5,37340,0
1000,1.991319734800459e-5,2.5436996796826634e-5,1.8385477513170655e-5,3.2811806956572156e-5,37340,0
0,4.3169740647865175e-5,3.812022419372106e-5,1.9778072634911245e-5,7.415182898638747e-5,45780,0
250,3.541921751529599e-5,2.251139498131127e-5,1.3354055018928039e-5,3.843004837272251e-5,45780,0
500,3.7260877358731936e-5,9.245521502653905e-6,7.067382198831451e-6,1.2498261476048561e-5,45780,2.4762615882683375e-5
1000,2.459151287817659e-5,8.725156279421301e-6,4.627400948185049e-6,1.2678482664945642e-5,45780,1.1913030213230947e-5
0,8.098664437428012e-5,5.984154878590987e-5,4.511272549345075e-5,7.690771445290945e-5,39900,4.078929921370671e-6
250,4.4342782953127126e-5,2.6448945082957993e-5,2.0468997904467326e-5,3.210397378175998e-5,39900,1.2238809171367146e-5
500,7.135679982288182e-5,4.181972361406423e-5,3.368670180698498e-5,5.0208672394239765e-5,39900,2.1148127428642055e-5
1000,6.240166406721555e-5,4.527434270201674e-5,3.4289469567300384e-5,5.514136409434332e-5,39900,7.260299972872234e-6
0,1.2817751157441165e-4,6.502638614155749e-5,5.375979003309193e-5,7.534607411737007e-5,26620,5.2831437457041575e-5
250,2.5921148689949243e-5,1.5141853994656053e-5,1.2293441664640223e-5,1.8474458026328768e-5,26620,7.446690663620475e-6
500,4.806701899897341e-5,3.0495850077595845e-5,2.3205858468327806e-5,3.9298066758108375e-5,26620,8.768952240865032e-6
1000,6.906210493791617e-5,3.136177189989526e-5,2.4607733472625775e-5,3.788761899912334e-5,26620,3.117448593879283e-5
0,7.017116557388628e-5,2.6391223923549298e-5,1.8587887247158484e-5,3.693463636372506e-5,49180,3.3236529210161226e-5
250,6.083218483533448e-5,1.4725599588971069e-5,1.0888611836827834e-5,1.940439966067372e-5,49180,4.142778517466076e-5
500,8.481953114423359e-5,9.297376325467014e-6,5.688712453837753e-6,1.6093170956555427e-5,49180,6.872636018767816e-5
1000,3.68540056903655e-5,1.1080187290458694e-5,7.5015669227314404e-6,1.4865463653903236e-5,49180,2.1988542036462264e-5
0,1.5286382618373535e-4,6.81205200866249e-5,5.6622071121015755e-5,8.031793181045198e-5,42200,7.254589437328336e-5
250,6.393500324508674e-5,4.240728470451195e-5,3.504736768246241e-5,5.223453095107341e-5,42200,1.1700472294013326e-5
500,8.293448149148377e-5,4.104999481925304e-5,3.150471247006124e-5,5.196722803765323e-5,42200,3.096725345383054e-5
1000,7.994142631221201e-5,5.142791974244768e-5,4.133272653629409e-5,6.366014930231687e-5,42200,1.628127700989514e-5
0,8.870290893763675e-5,4.536483459114324e-5,3.539345052146239e-5,5.79926265399949e-5,44060,3.0710282397641854e-5
250,6.248413815796714e-5,2.6398897572211624e-5,1.908773080716977e-5,3.537480528642407e-5,44060,2.7109332871543074e-5
500,5.308370684549847e-5,3.149798527004641e-5,2.2527164509073454e-5,4.200072991977872e-5,44060,1.108297692571975e-5
1000,4.7540392638258145e-5,2.879924763129969e-5,1.93576488497244e-5,3.8828078802001045e-5,44060,8.7123138362571e-6
0,7.340291925575114e-5,7.829370043755041e-5,6.0713609311287324e-5,1.0085613299924807e-4,22660,0
250,3.157093744899755e-5,2.3783079539091448e-5,1.996291460738788e-5,2.9194820340992566e-5,22660,2.3761171080049837e-6
500,4.64798393357232e-5,2.2997589575984408e-5,1.6441831604185197e-5,3.067041797114166e-5,22660,1.5809421364581536e-5
1000,5.0565336747616914e-5,3.146920272479811e-5,2.4686967478377438e-5,3.791042317679758e-5,22660,1.2654913570819334e-5
0,4.269730923869902e-5,2.0895456887300002e-5,1.4862066862898169e-5,2.778566234851076e-5,12940,1.491164689018826e-5
250,2.0124886493007432e-5,1.0603484512293567e-5,7.5704286355367785e-6,1.3595323760885414e-5,12940,6.5295627321220185e-6
500,2.348771831227868e-5,7.798554754975976e-6,5.1789749750584066e-6,1.0707401020323278e-5,12940,1.2780317291955403e-5
1000,4.021450863431182e-5,1.2508133817426608e-5,8.426332044264004e-6,1.7550927479603298e-5,12940,2.266358115470852e-5
0,5.912989436000016e-5,2.8081770228311714e-5,1.639183110607638e-5,3.9757103584814865e-5,48620,1.9372790775185293e-5
250,3.0678823587337604e-5,1.5343462992467734e-5,9.811385741695433e-6,2.0576392858453956e-5,48620,1.0102430728883647e-5
500,3.3093293493738986e-5,1.2995501776573884e-5,7.462268658782101e-6,2.1520732160114258e-5,48620,1.1572561333624728e-5
1000,3.666524090456364e-5,2.3399041498384282e-5,1.3024345249320727e-5,3.5797020341511234e-5,48620,8.682205630524065e-7
0,1.5998230884039008e-4,9.185215968139735e-5,7.859457137588004e-5,1.0595714991258273e-4,11460,5.4025158927807355e-5
250,9.376966772511639e-5,4.577196837308805e-5,3.5394743290000465e-5,5.898979487565485e-5,11460,3.477987284946154e-5
500,8.895984238334973e-5,4.6140761566275424e-5,3.664630217707957e-5,6.0404869112858274e-5,11460,2.855497327049146e-5
1000,4.624537418727677e-5,3.261287219499513e-5,2.641229425663513e-5,3.9414557489070226e-5,11460,6.830816698206541e-6
0,4.2403592511504684e-5,3.0098626276465057e-5,2.254564239154775e-5,3.8324685023350416e-5,17900,4.078907488154268e-6
250,4.2538479691778424e-5,1.4583004649507287e-5,1.0717989645378209e-5,1.8022968170718626e-5,17900,2.4515511521059798e-5
500,3.990909799658078e-5,9.247149151785098e-6,6.017756427139606e-6,1.3985702758794462e-5,17900,2.592339523778632e-5
1000,3.012870802534435e-5,9.082989753769772e-6,5.686765092402107e-6,1.2176480161638318e-5,17900,1.7952227863706033e-5
0,6.640856029147304e-5,2.7457102736566604e-5,1.983217923113548e-5,3.5227274189770206e-5,30780,3.1181286101702833e-5
250,4.135943292680537e-5,1.2972932944070829e-5,9.701428619773604e-6,1.6981353640293744e-5,30780,2.4378079286511624e-5
500,4.9605740100516324e-5,1.1231094156185944e-5,7.112175195466967e-6,1.5882993246308464e-5,30780,3.372274685420786e-5
1000,3.7706178633935424e-5,1.5251942487344754e-5,1.0321446382304357e-5,2.0526674741210143e-5,30780,1.717950389272528e-5
0,7.352141596532261e-5,1.9785264043167547e-5,7.991598820377736e-6,4.308883378956435e-5,25860,3.0432582175758267e-5
250,6.526597373934856e-5,1.5969646357181457e-5,6.1243613693552695e-6,3.376890133226909e-5,25860,3.149707240707947e-5
500,5.985683400587087e-5,1.2764414076320609e-5,4.547344120302512e-6,2.3119118016393384e-5,25860,3.673771598947749e-5
1000,4.009506084007736e-5,1.5961724090095048e-5,8.035893104688181e-6,3.0178239135540686e-5,25860,9.916821704536676e-6
0,5.632033771148524e-5,5.2558974296577424e-5,3.907608618924096e-5,7.103146929183807e-5,30460,0
250,2.7144233959835998e-5,1.7533052063082516e-5,1.3835449723204972e-5,2.1180209114525006e-5,30460,5.964024845310992e-6
500,2.8597066960146115e-5,1.5384902787019556e-5,1.1076130933497546e-5,1.996937123659126e-5,30460,8.627695723554854e-6
1000,3.616535236698317e-5,2.2556978251705026e-5,1.7076536561943358e-5,2.758108078682623e-5,30460,8.58427158015694e-6
